orderid,shopid,userid,event_time
31449800000000,56418,633050,12/31/19 8:02
31464100000000,147941492,263353,12/31/19 12:01
31448200000000,14509611,645644,12/31/19 7:36
31231800000000,50986492,405983,12/28/19 19:30
31200400000000,59599139,508484,12/28/19 10:46
31231200000000,104804503,766240,12/28/19 19:19
31165400000000,108071059,44804,12/28/19 1:02
31207600000000,69575583,653476,12/28/19 12:46
31242600000000,84547411,126796,12/28/19 22:30
31204200000000,4477130,809645,12/28/19 11:49
31242600000000,171947507,51246,12/28/19 22:29
31166900000000,182347785,684272,12/28/19 1:28
31284300000000,147941492,671018,12/29/19 10:05
31319900000000,64112798,90834,12/29/19 19:58
31295400000000,64113207,929767,12/29/19 13:10
31307900000000,61556313,802500,12/29/19 16:37
31321000000000,110602616,131233,12/29/19 20:16
31117300000000,54615708,730728,12/27/19 11:41
31084800000000,129406129,12736,12/27/19 2:39
31108600000000,41282916,305182,12/27/19 9:16
31159900000000,173258135,177163,12/27/19 23:32
31146500000000,127246126,621161,12/27/19 19:47
31130200000000,182865919,968395,12/27/19 15:15
31100400000000,211245313,474850,12/27/19 6:59
31355500000000,147941492,352961,12/30/19 5:52
31410800000000,63525393,619590,12/30/19 21:12
31335300000000,54054704,486826,12/30/19 0:15
31382300000000,129926387,548263,12/30/19 13:18
31338700000000,11271939,630022,12/30/19 1:11
31413700000000,155145623,29541,12/30/19 22:01
31408700000000,173710870,417075,12/30/19 20:38
31403200000000,141020058,559350,12/30/19 19:07
31112900000000,107921853,789291,12/27/19 10:27
31124600000000,147941492,613896,12/27/19 13:42
31117000000000,169953097,861556,12/27/19 11:36
31149700000000,140392688,193803,12/27/19 20:41
31141900000000,84866704,887230,12/27/19 18:30
31129900000000,79835216,879475,12/27/19 15:12
31289500000000,54615708,604512,12/29/19 11:31
31299800000000,28802071,981481,12/29/19 14:22
31316200000000,49795700,553241,12/29/19 18:56
31325800000000,133243432,205742,12/29/19 21:36
31249000000000,205037235,170912,12/29/19 0:16
31457100000000,159794198,979593,12/31/19 10:05
31421900000000,50969117,279433,12/31/19 0:18
31471800000000,147941492,191097,12/31/19 14:10
31438000000000,75218433,83729,12/31/19 4:46
31492200000000,57189823,517994,12/31/19 19:49
31455300000000,61978612,879458,12/31/19 9:35
31226700000000,126639670,534555,12/28/19 18:05
31223600000000,61359433,45748,12/28/19 17:13
31205300000000,162014252,960102,12/28/19 12:09
31245800000000,70509589,239751,12/28/19 23:22
31216600000000,10536,672345,12/28/19 15:17
31234500000000,135055029,13268,12/28/19 20:14
31203800000000,1791624,665949,12/28/19 11:43
31201400000000,106025589,559350,12/28/19 11:04
31236900000000,64112186,21307,12/28/19 20:54
31218100000000,8809291,231608,12/28/19 15:41
31210200000000,145254211,639746,12/28/19 13:29
31385400000000,164948974,356332,12/30/19 14:09
31358700000000,35551166,750810,12/30/19 6:45
31415200000000,106490598,251676,12/30/19 22:27
31390200000000,208612806,170912,12/30/19 15:29
31341700000000,129017444,316848,12/30/19 2:01
31363300000000,4570538,901166,12/30/19 8:01
31127200000000,32504026,261391,12/27/19 14:26
31129900000000,25958872,182441,12/27/19 15:10
31112600000000,50972539,508484,12/27/19 10:22
31112000000000,43371822,769766,12/27/19 10:13
31145000000000,90336011,689694,12/27/19 19:23
31149500000000,181998404,659233,12/27/19 20:37
31123500000000,151862967,418586,12/27/19 13:24
31145600000000,30870545,187609,12/27/19 19:33
31475400000000,61556313,802500,12/31/19 15:09
31504600000000,147941492,660006,12/31/19 23:17
31470500000000,19058795,180437,12/31/19 13:47
31476900000000,15961547,452979,12/31/19 15:35
31453600000000,183446369,19011,12/31/19 9:06
31459000000000,7343338,931977,12/31/19 10:35
31427600000000,34910509,19061,12/31/19 1:53
31507000000000,189544563,799445,12/31/19 23:56
31481200000000,76372898,365812,12/31/19 16:45
31496100000000,17780650,29464,12/31/19 20:55
31466900000000,51910355,870249,12/31/19 12:48
31469100000000,116704504,953703,12/31/19 13:24
31487700000000,151349322,510364,12/31/19 18:35
31504500000000,95446709,202942,12/31/19 23:15
31477500000000,10342387,946628,12/31/19 15:45
31196200000000,133257547,75961,12/28/19 9:36
31213800000000,10402,77819,12/28/19 14:30
31163100000000,122144507,92006,12/28/19 0:24
31193200000000,16175315,18492,12/28/19 8:46
31209000000000,147941492,22184,12/28/19 13:09
31320400000000,133252710,363739,12/29/19 20:05
31334300000000,110602616,90834,12/29/19 23:57
31331200000000,38990760,633196,12/29/19 23:06
31324900000000,60867098,759264,12/29/19 21:21
31252900000000,63381431,564831,12/29/19 1:21
31383700000000,61556313,359044,12/30/19 13:41
31416200000000,90222530,245320,12/30/19 22:42
31346800000000,50205520,207086,12/30/19 3:27
31381700000000,190670242,735708,12/30/19 13:09
31416000000000,189005089,592609,12/30/19 22:39
31410600000000,62713846,995050,12/30/19 21:10
31251500000000,116524015,567948,12/29/19 0:58
31249800000000,74666146,749826,12/29/19 0:30
31249400000000,202216795,821666,12/29/19 0:24
31293900000000,133342730,66524,12/29/19 12:44
31286200000000,21672386,17133,12/29/19 10:36
31329100000000,3536814,273846,12/29/19 22:31
31253900000000,54615708,719710,12/29/19 1:39
31078600000000,75218433,632943,12/27/19 0:56
31143600000000,61556313,136015,12/27/19 18:59
31449700000000,175697852,582453,12/31/19 8:01
31477700000000,45348627,277601,12/31/19 15:47
31486400000000,195787494,246569,12/31/19 18:12
31244200000000,31631638,92968,12/28/19 22:56
31169700000000,147941492,833488,12/28/19 2:15
31163700000000,60785640,685534,12/28/19 0:35
31162200000000,139555806,405978,12/28/19 0:09
31210500000000,12855361,679696,12/28/19 13:35
31214500000000,135054321,318291,12/28/19 14:41
31209800000000,188947010,790053,12/28/19 13:23
31190700000000,21534934,525732,12/28/19 8:05
31192500000000,173710870,12805,12/28/19 8:35
31233800000000,34682272,171150,12/28/19 20:03
31229100000000,30740799,147487,12/28/19 18:45
31389500000000,140778045,799264,12/30/19 15:17
31379300000000,32504026,312718,12/30/19 12:29
31334900000000,70684265,581083,12/30/19 0:09
31387900000000,59888259,156188,12/30/19 14:51
31373000000000,64922680,867512,12/30/19 10:42
31385100000000,24013303,135952,12/30/19 14:04
31342200000000,163517641,266882,12/30/19 2:10
31422900000000,90340597,120755,12/31/19 0:35
31423400000000,75603759,213280,12/31/19 0:43
31480600000000,157855292,669769,12/31/19 16:36
31423100000000,91637172,366594,12/31/19 0:37
31423400000000,127246126,213280,12/31/19 0:43
31497300000000,130100056,155016,12/31/19 21:14
31485800000000,113952977,831655,12/31/19 18:02
31247400000000,107142271,513940,12/28/19 23:50
31170200000000,54054704,75719,12/28/19 2:23
31203200000000,36453588,29583,12/28/19 11:33
31205800000000,140130382,605737,12/28/19 12:16
31229600000000,132827600,405711,12/28/19 18:53
31162300000000,195068512,915048,12/28/19 0:12
31243900000000,96681429,582460,12/28/19 22:51
31202300000000,173456820,757001,12/28/19 11:18
31245200000000,58541919,899703,12/28/19 23:14
31197100000000,156883302,755173,12/28/19 9:51
31268900000000,181807958,463193,12/29/19 5:48
31330800000000,54615708,409894,12/29/19 23:00
31303500000000,61556313,612805,12/29/19 15:24
31285600000000,173323146,763314,12/29/19 10:26
31292200000000,16613121,137999,12/29/19 12:16
31262900000000,56418,84959,12/29/19 4:08
31291300000000,91799978,243972,12/29/19 12:00
31324000000000,158156700,759264,12/29/19 21:06
31291500000000,182338682,16582,12/29/19 12:05
31252000000000,199254493,236098,12/29/19 1:06
31252800000000,54615708,489887,12/29/19 1:19
31256600000000,182869608,50967,12/29/19 2:22
31252800000000,163125057,202858,12/29/19 1:20
31123200000000,147941492,518744,12/27/19 13:20
31380600000000,75687195,972802,12/30/19 12:50
31366500000000,171916911,574687,12/30/19 8:55
31335300000000,147906073,337377,12/30/19 0:15
31412400000000,14184981,32594,12/30/19 21:39
31386700000000,51002382,458311,12/30/19 14:31
31416200000000,147941492,640170,12/30/19 22:43
31459500000000,133520367,13618,12/31/19 10:45
31472600000000,121003313,236357,12/31/19 14:22
31421900000000,86368642,279433,12/31/19 0:18
31236000000000,97323667,906109,12/28/19 20:40
31169500000000,80708712,986747,12/28/19 2:12
31218700000000,166672032,787603,12/28/19 15:51
31225100000000,64394353,403460,12/28/19 17:38
31193300000000,171554188,676138,12/28/19 8:49
31203200000000,191970093,36174,12/28/19 11:33
31211200000000,9153340,137272,12/28/19 13:47
31283700000000,133312433,87716,12/29/19 9:54
31257700000000,80186194,130152,12/29/19 2:41
31301100000000,112844132,73390,12/29/19 14:44
31325400000000,99833363,69188,12/29/19 21:29
31141000000000,153294173,815187,12/27/19 18:16
31161300000000,158650368,162243,12/27/19 23:55
31076000000000,78732711,616818,12/27/19 0:12
31124700000000,83318079,239290,12/27/19 13:44
31114100000000,34910509,439137,12/27/19 10:47
31149200000000,201015462,515461,12/27/19 20:34
31381300000000,60325104,548263,12/30/19 13:01
31335300000000,114919380,337377,12/30/19 0:15
31403100000000,17824459,584449,12/30/19 19:04
31419700000000,89768730,452291,12/30/19 23:41
31335200000000,72569544,455112,12/30/19 0:13
31356200000000,42695808,534108,12/30/19 6:03
31420200000000,64112888,216370,12/30/19 23:49
31341600000000,145146309,245702,12/30/19 1:59
31419700000000,111231655,257263,12/30/19 23:42
31380900000000,38963929,516731,12/30/19 12:55
31415100000000,16727847,170464,12/30/19 22:24
31251700000000,112904482,236098,12/29/19 1:02
31294200000000,131174750,468497,12/29/19 12:50
31316700000000,12694316,757001,12/29/19 19:04
31291700000000,106025589,10266,12/29/19 12:07
31295700000000,173798766,206021,12/29/19 13:14
31278600000000,801940,52833,12/29/19 8:30
31291800000000,147941492,350003,12/29/19 12:09
31305400000000,75324040,71387,12/29/19 15:57
31318900000000,161772670,899301,12/29/19 19:41
31290200000000,80905182,145837,12/29/19 11:43
31076700000000,118949474,93595,12/27/19 0:25
31119300000000,110871170,623927,12/27/19 12:14
31121400000000,58541919,905086,12/27/19 12:49
31109600000000,188324406,348809,12/27/19 9:33
31127700000000,143568200,750656,12/27/19 14:35
31146900000000,77588480,916127,12/27/19 19:54
31157000000000,99510463,232956,12/27/19 22:43
31113000000000,172185419,484047,12/27/19 10:30
31151900000000,61556313,852689,12/27/19 21:18
31465300000000,70524908,314552,12/31/19 12:21
31452800000000,112251622,892838,12/31/19 8:53
31447600000000,54415227,421638,12/31/19 7:26
31469900000000,171496968,123116,12/31/19 13:38
31496500000000,168087890,403867,12/31/19 21:01
31243400000000,168917434,199691,12/28/19 22:43
31228700000000,116348300,31915,12/28/19 18:38
31237900000000,66630848,238303,12/28/19 21:12
31216000000000,58527887,704393,12/28/19 15:07
31315600000000,50970067,73479,12/29/19 18:46
31294900000000,11286254,57015,12/29/19 13:01
31249400000000,195248375,821666,12/29/19 0:24
31255900000000,45836171,594519,12/29/19 2:11
31327200000000,12078788,230797,12/29/19 21:59
31310200000000,91799978,757001,12/29/19 17:17
31293000000000,201558882,618692,12/29/19 12:30
31254200000000,145806234,402916,12/29/19 1:43
31449700000000,65600213,582453,12/31/19 8:01
31427600000000,101590068,19061,12/31/19 1:53
31495400000000,69889199,758474,12/31/19 20:43
31475700000000,89768730,54302,12/31/19 15:15
31453100000000,162551899,249091,12/31/19 8:58
31467800000000,10915894,454067,12/31/19 13:03
31469100000000,9641401,953703,12/31/19 13:24
31236300000000,135054775,726189,12/28/19 20:45
31196700000000,101815232,18620,12/28/19 9:45
31201100000000,61556313,428630,12/28/19 10:58
31213000000000,129969213,406176,12/28/19 14:17
31216600000000,60315247,831314,12/28/19 15:16
31162300000000,145016144,980188,12/28/19 0:12
31100700000000,165028914,145723,12/27/19 7:04
31102400000000,145841067,296629,12/27/19 7:33
31415300000000,49174497,787858,12/30/19 22:28
31357600000000,144969458,843504,12/30/19 6:26
31108800000000,164948974,93595,12/27/19 9:19
31125100000000,91799978,530390,12/27/19 13:52
31110500000000,123548863,182670,12/27/19 9:48
31142200000000,40263956,462814,12/27/19 18:37
31121200000000,16617513,10322,12/27/19 12:46
31152000000000,20748531,236991,12/27/19 21:20
31413200000000,76362914,233016,12/30/19 21:52
31389300000000,107921853,367119,12/30/19 15:15
31350300000000,105084496,261510,12/30/19 4:25
31411300000000,145254211,249486,12/30/19 21:22
31395600000000,50970601,519940,12/30/19 16:59
31457800000000,12537642,606202,12/31/19 10:16
31490400000000,122218940,609924,12/31/19 19:20
31422700000000,147941492,571100,12/31/19 0:30
31504200000000,143281052,666996,12/31/19 23:09
31474400000000,147941492,11722,12/31/19 14:53
31495400000000,83318079,300461,12/31/19 20:42
31485800000000,86285837,831655,12/31/19 18:02
31485200000000,138785676,23231,12/31/19 17:52
31496500000000,11896733,575432,12/31/19 21:02
31453100000000,116623733,732117,12/31/19 8:58
31464100000000,147941492,250876,12/31/19 12:01
31162900000000,130920806,628408,12/28/19 0:21
31210800000000,112904482,696846,12/28/19 13:39
31214200000000,132716330,277195,12/28/19 14:36
31169700000000,112547365,833488,12/28/19 2:15
31216300000000,64375476,702841,12/28/19 15:12
31222800000000,147718794,946628,12/28/19 17:00
31249100000000,49084092,910119,12/29/19 0:18
31284600000000,24029939,11271,12/29/19 10:09
31328300000000,163213996,876645,12/29/19 22:17
31316800000000,140311744,403672,12/29/19 19:07
31297700000000,65885656,129311,12/29/19 13:47
31332000000000,112547542,402028,12/29/19 23:20
31329400000000,42818,17787,12/29/19 22:36
31332400000000,49674796,225454,12/29/19 23:26
31295400000000,9885796,929767,12/29/19 13:10
31290200000000,16572352,145837,12/29/19 11:43
31312300000000,113968118,227782,12/29/19 17:51
31316800000000,19753598,237648,12/29/19 19:07
31260200000000,147941492,221050,12/29/19 3:23
31249000000000,84866704,641052,12/29/19 0:17
31504100000000,64492135,920609,12/31/19 23:09
31421800000000,112426924,296850,12/31/19 0:16
31439700000000,229055,237014,12/31/19 5:14
31421700000000,203545757,57565,12/31/19 0:14
31499500000000,6765647,722281,12/31/19 21:51
31424600000000,129916443,380322,12/31/19 1:02
31492200000000,90172857,517994,12/31/19 19:49
31231800000000,114932479,405983,12/28/19 19:30
31205800000000,199320334,876975,12/28/19 12:15
31210300000000,91711525,16621,12/28/19 13:31
31164800000000,157607264,328130,12/28/19 0:53
31172100000000,89768730,890215,12/28/19 2:55
31215500000000,171554188,704393,12/28/19 14:58
31203800000000,200773571,638190,12/28/19 11:43
31211600000000,109823168,727716,12/28/19 13:53
31222800000000,210104194,946628,12/28/19 17:00
31246000000000,190759944,974401,12/28/19 23:26
31093600000000,32729279,645148,12/27/19 5:06
31120300000000,160326241,667333,12/27/19 12:31
31155000000000,140734005,93595,12/27/19 22:09
31096400000000,156182045,389601,12/27/19 5:53
31139300000000,160326241,750810,12/27/19 17:48
31107500000000,126261739,635738,12/27/19 8:57
31148600000000,54615708,328246,12/27/19 20:23
31292200000000,67729795,657155,12/29/19 12:16
31307900000000,86693216,933261,12/29/19 16:38
31248200000000,85568862,350011,12/29/19 0:02
31317200000000,49262220,122242,12/29/19 19:12
31319900000000,135041840,90834,12/29/19 19:58
31306400000000,173728060,281805,12/29/19 16:12
31284600000000,24013881,477428,12/29/19 10:10
31295400000000,163099812,929767,12/29/19 13:10
31335800000000,19811528,471406,12/30/19 0:24
31397900000000,147941492,757980,12/30/19 17:38
31349300000000,95178976,36114,12/30/19 4:08
31366700000000,61556313,224871,12/30/19 8:59
31369000000000,115109930,248127,12/30/19 9:36
31382200000000,27306250,419955,12/30/19 13:16
31369000000000,61510385,248127,12/30/19 9:36
31335400000000,129924052,120406,12/30/19 0:17
31366600000000,166450976,921874,12/30/19 8:56
31381300000000,3536814,700096,12/30/19 13:02
31414600000000,60867098,710817,12/30/19 22:17
31419600000000,8715449,26377,12/30/19 23:40
31325400000000,9837716,845382,12/29/19 21:30
31251400000000,28164228,549988,12/29/19 0:57
31291600000000,154692282,366412,12/29/19 12:07
31255900000000,51771903,594519,12/29/19 2:11
31283200000000,88202387,10050,12/29/19 9:46
31112700000000,17824459,495762,12/27/19 10:25
31080700000000,21533756,730888,12/27/19 1:31
31135200000000,2652706,298820,12/27/19 16:39
31086300000000,299742,490173,12/27/19 3:05
31076700000000,88612575,93595,12/27/19 0:25
31135700000000,164754111,75731,12/27/19 16:48
31459300000000,57189823,163529,12/31/19 10:41
31462600000000,5013172,988177,12/31/19 11:36
31464300000000,129736159,400291,12/31/19 12:04
31469200000000,66861410,279224,12/31/19 13:25
31447600000000,188348865,218451,12/31/19 7:27
31456800000000,170555,274488,12/31/19 9:59
31501300000000,7835467,71328,12/31/19 22:21
31226700000000,201421408,770499,12/28/19 18:04
31167500000000,138638581,579541,12/28/19 1:38
31222800000000,158324022,256846,12/28/19 17:00
31206900000000,165809171,915702,12/28/19 12:34
31230400000000,75218433,24691,12/28/19 19:06
31163700000000,66326846,685534,12/28/19 0:35
31233300000000,61556313,296008,12/28/19 19:54
31495400000000,28812758,300461,12/31/19 20:42
31421000000000,177841604,915048,12/31/19 0:02
31426900000000,129666528,687915,12/31/19 1:41
31478500000000,9944513,235027,12/31/19 16:00
31474500000000,106390524,909799,12/31/19 14:55
31470900000000,126461846,563115,12/31/19 13:54
31426200000000,63526868,679184,12/31/19 1:29
31506400000000,41872759,19355,12/31/19 23:46
31215500000000,58527887,704393,12/28/19 14:58
31221400000000,47415942,918481,12/28/19 16:37
31172700000000,133252710,229365,12/28/19 3:05
31241800000000,137375865,462814,12/28/19 22:17
31196600000000,117392249,818289,12/28/19 9:43
31211800000000,21258967,29561,12/28/19 13:57
31301800000000,97084589,914235,12/29/19 14:56
31248200000000,110868589,162243,12/29/19 0:03
31334300000000,170324130,639910,12/29/19 23:57
31332500000000,173492662,268207,12/29/19 23:27
31299800000000,112547365,486392,12/29/19 14:22
31252400000000,32303717,70635,12/29/19 1:13
31329400000000,129736159,17787,12/29/19 22:36
31390100000000,143281052,96851,12/30/19 15:29
31385200000000,64369518,136893,12/30/19 14:06
31374500000000,21534934,396263,12/30/19 11:07
31419400000000,139260885,606809,12/30/19 23:36
31386200000000,134391363,202462,12/30/19 14:24
31338400000000,54615708,773322,12/30/19 1:06
31350300000000,32504026,261510,12/30/19 4:25
31403500000000,91799978,99691,12/30/19 19:11
31369200000000,240309,27567,12/30/19 9:39
31372500000000,91799978,247137,12/30/19 10:35
31415300000000,123147153,448394,12/30/19 22:28
31117000000000,61556313,870472,12/27/19 11:37
31121700000000,29975426,50037,12/27/19 12:55
31079200000000,162257632,821835,12/27/19 1:07
31082000000000,110871170,630561,12/27/19 1:53
31117600000000,35231159,921351,12/27/19 11:47
31078100000000,23304655,579966,12/27/19 0:47
31116600000000,116456930,920609,12/27/19 11:29
31130000000000,1058775,177398,12/27/19 15:13
31364400000000,131670390,650997,12/30/19 8:20
31349700000000,9885796,36114,12/30/19 4:15
31337000000000,149828485,79303,12/30/19 0:43
31415200000000,96982835,251676,12/30/19 22:27
31392800000000,21672386,11918,12/30/19 16:12
31394600000000,147941492,481365,12/30/19 16:43
31299800000000,78509316,218448,12/29/19 14:23
31255900000000,171916911,574687,12/29/19 2:10
31321400000000,203737155,621410,12/29/19 20:22
31426200000000,188956179,679184,12/31/19 1:29
31482900000000,61556313,802500,12/31/19 17:14
31459800000000,139395396,88028,12/31/19 10:49
31485800000000,93949994,890574,12/31/19 18:03
31229700000000,26519437,399560,12/28/19 18:54
31161800000000,147941492,955816,12/28/19 0:04
31225600000000,50986492,191553,12/28/19 17:46
31210000000000,147941492,671018,12/28/19 13:25
31233600000000,163145466,28068,12/28/19 20:00
31163000000000,147941492,543764,12/28/19 0:23
31227500000000,54615708,775015,12/28/19 18:17
31235300000000,16194072,11304,12/28/19 20:27
31233800000000,31510663,171150,12/28/19 20:03
31195600000000,21725569,28068,12/28/19 9:26
31199100000000,95446709,131282,12/28/19 10:24
31078800000000,173872921,699254,12/27/19 0:59
31075900000000,56017296,23056,12/27/19 0:12
31125500000000,20748531,87811,12/27/19 13:58
31111200000000,11896733,10020,12/27/19 9:59
31086000000000,62713846,490173,12/27/19 3:00
31158900000000,147941492,725304,12/27/19 23:15
31318100000000,67846887,148176,12/29/19 19:28
31328300000000,83102588,876645,12/29/19 22:17
31271800000000,139192692,57859,12/29/19 6:37
31314300000000,60863287,647586,12/29/19 18:25
31316800000000,92513867,237648,12/29/19 19:07
31312200000000,209198236,383751,12/29/19 17:50
31304000000000,145269645,137999,12/29/19 15:33
31328500000000,63779700,530957,12/29/19 22:22
31327200000000,64909454,138220,12/29/19 21:59
31429800000000,75218433,654218,12/31/19 2:29
31466700000000,35759169,642574,12/31/19 12:45
31478500000000,88711335,946628,12/31/19 16:01
31464500000000,64112541,417295,12/31/19 12:07
31422900000000,53906676,120755,12/31/19 0:35
31448700000000,24029939,995602,12/31/19 7:44
31504100000000,180350666,209704,12/31/19 23:07
31429200000000,147941492,746283,12/31/19 2:19
31468600000000,165030850,57376,12/31/19 13:17
31214500000000,153460136,318291,12/28/19 14:41
31175200000000,135026031,440715,12/28/19 3:46
31220200000000,34910509,239686,12/28/19 16:16
31228900000000,33212582,922392,12/28/19 18:41
31207800000000,117069243,468497,12/28/19 12:50
31209000000000,147941492,22184,12/28/19 13:10
31126500000000,96757689,816914,12/27/19 14:14
31137400000000,110879438,12695,12/27/19 17:17
31107000000000,111898923,10513,12/27/19 8:50
31334600000000,114952011,578510,12/30/19 0:03
31356300000000,64375101,30693,12/30/19 6:04
31415800000000,10563,669907,12/30/19 22:36
31334700000000,50968294,215905,12/30/19 0:04
31447000000000,67867049,151285,12/31/19 7:16
31421800000000,64909117,296850,12/31/19 0:16
31474500000000,60576191,94961,12/31/19 14:54
31475700000000,80693208,704866,12/31/19 15:15
31199600000000,42149796,243046,12/28/19 10:33
31242700000000,53427888,13493,12/28/19 22:32
31217900000000,153966647,123103,12/28/19 15:38
31192800000000,39854919,29023,12/28/19 8:40
31228500000000,111674507,504260,12/28/19 18:34
31204400000000,25614013,281139,12/28/19 11:54
31230500000000,169379025,259082,12/28/19 19:07
31140800000000,90335842,69188,12/27/19 18:13
31129900000000,81072776,182441,12/27/19 15:10
31101400000000,135028831,45251,12/27/19 7:16
31108100000000,30988921,633430,12/27/19 9:07
31152900000000,116348306,243354,12/27/19 21:34
31120900000000,65649018,253640,12/27/19 12:41
31119700000000,135041898,770129,12/27/19 12:20
31283700000000,141020473,87716,12/29/19 9:54
31305600000000,65600213,654436,12/29/19 16:00
31319300000000,29973792,748056,12/29/19 19:48
31248400000000,147941492,861959,12/29/19 0:06
31315200000000,70474967,351744,12/29/19 18:40
31328500000000,163351748,530957,12/29/19 22:22
31311200000000,10429,657973,12/29/19 17:33
31318900000000,73662716,899301,12/29/19 19:41
31325300000000,96561202,622628,12/29/19 21:28
31415500000000,128270157,557318,12/30/19 22:32
31416400000000,132962233,13405,12/30/19 22:46
31343400000000,128299162,866158,12/30/19 2:30
31401000000000,147941492,879256,12/30/19 18:29
31369300000000,240309,27567,12/30/19 9:41
31418500000000,36641250,152368,12/30/19 23:21
31408300000000,139260592,205742,12/30/19 20:31
31358200000000,66326846,208685,12/30/19 6:35
31486800000000,599533,264511,12/31/19 18:20
31464200000000,147941492,10313,12/31/19 12:02
31481900000000,120358496,469109,12/31/19 16:57
31486000000000,107148254,477428,12/31/19 18:06
31421800000000,100519870,489887,12/31/19 0:16
31464500000000,134968981,417295,12/31/19 12:07
31222800000000,98725478,946628,12/28/19 17:00
31208800000000,88422909,52204,12/28/19 13:06
31226100000000,164062377,629760,12/28/19 17:55
31243600000000,51960315,177398,12/28/19 22:47
31170300000000,1144371,374051,12/28/19 2:24
31237900000000,129406129,238303,12/28/19 21:12
31076900000000,141025402,613919,12/27/19 0:27
31145500000000,61556313,523862,12/27/19 19:32
31100000000000,7595687,719574,12/27/19 6:53
31147800000000,32504026,218821,12/27/19 20:10
31120800000000,147906917,19206,12/27/19 12:40
31343500000000,61556313,10555,12/30/19 2:32
31413400000000,50205520,77729,12/30/19 21:56
31397900000000,29650418,757980,12/30/19 17:38
31377200000000,61556313,777146,12/30/19 11:53
31405800000000,98758982,57565,12/30/19 19:49
31318700000000,119046960,330864,12/29/19 19:38
31306000000000,145694343,18793,12/29/19 16:06
31298100000000,51134277,214477,12/29/19 13:55
31300300000000,29975426,228116,12/29/19 14:31
31309000000000,6123613,206543,12/29/19 16:56
31327300000000,61556313,270042,12/29/19 22:02
31295200000000,147941492,882841,12/29/19 13:05
31255900000000,52934282,594519,12/29/19 2:11
31304800000000,31941277,196154,12/29/19 15:46
31261900000000,133315693,910609,12/29/19 3:52
31334200000000,61556313,20182,12/29/19 23:57
31334300000000,129017579,639910,12/29/19 23:57
31331400000000,105084800,10552,12/29/19 23:10
31299300000000,86567562,141438,12/29/19 14:15
31303700000000,161502570,864267,12/29/19 15:28
31325800000000,129017718,205742,12/29/19 21:36
31336300000000,140962220,81780,12/30/19 0:31
31369500000000,84204959,474039,12/30/19 9:45
31413400000000,84723682,158556,12/30/19 21:56
31411400000000,65885656,249486,12/30/19 21:24
31382100000000,135026031,787858,12/30/19 13:15
31334800000000,63000976,304085,12/30/19 0:06
31334600000000,15618985,578510,12/30/19 0:03
31406600000000,7388858,112000,12/30/19 20:02
31391000000000,59322527,795095,12/30/19 15:42
31348700000000,160383073,758474,12/30/19 3:59
31404200000000,74294441,173658,12/30/19 19:23
31490400000000,131198971,955301,12/31/19 19:20
31423900000000,133462668,51520,12/31/19 0:52
31424700000000,211245313,59607,12/31/19 1:05
31476200000000,28090664,368938,12/31/19 15:23
31422500000000,769445,455112,12/31/19 0:28
31473400000000,198893156,634318,12/31/19 14:36
31467600000000,54615708,54302,12/31/19 13:00
31237900000000,61556313,574162,12/28/19 21:11
31201900000000,10208,303223,12/28/19 11:12
31202600000000,61556313,833949,12/28/19 11:22
31150700000000,93950878,726256,12/27/19 20:57
31135400000000,203843744,765883,12/27/19 16:43
31156400000000,60325104,740844,12/27/19 22:33
31146600000000,95900252,571973,12/27/19 19:50
31380000000000,77578654,638334,12/30/19 12:40
31382500000000,8051258,39802,12/30/19 13:21
31370900000000,140962220,977473,12/30/19 10:08
31409100000000,115712122,639016,12/30/19 20:44
31400800000000,27476241,83779,12/30/19 18:27
31389300000000,84321142,904137,12/30/19 15:14
31375300000000,54615708,267022,12/30/19 11:21
31335200000000,127922691,489887,12/30/19 0:13
31156100000000,58548363,447538,12/27/19 22:28
31146500000000,119544181,28808,12/27/19 19:48
31159700000000,50122931,225429,12/27/19 23:28
31076800000000,95900252,323751,12/27/19 0:27
31108100000000,63636957,633430,12/27/19 9:07
31288100000000,17911218,47872,12/29/19 11:08
31317500000000,172185419,220350,12/29/19 19:17
31284700000000,65889401,608695,12/29/19 10:12
31250400000000,63526352,905145,12/29/19 0:40
31300200000000,29961689,22596,12/29/19 14:29
31301200000000,9690513,263077,12/29/19 14:47
31259900000000,14548350,664517,12/29/19 3:18
31504800000000,153966647,282745,12/31/19 23:19
31499500000000,59479182,722281,12/31/19 21:51
31425100000000,183460459,890840,12/31/19 1:12
31485700000000,61556313,852689,12/31/19 18:01
31462000000000,84172590,398336,12/31/19 11:27
31164400000000,87219179,219831,12/28/19 0:47
31235400000000,6045602,842605,12/28/19 20:29
31198700000000,27476241,819198,12/28/19 10:19
31193200000000,145236330,18492,12/28/19 8:46
31176300000000,27377455,201359,12/28/19 4:05
31178400000000,182853167,696846,12/28/19 4:39
31215500000000,180751950,875093,12/28/19 14:59
31228300000000,131671044,763330,12/28/19 18:31
31224900000000,148045360,378824,12/28/19 17:34
31178400000000,91487219,42275,12/28/19 4:39
31212500000000,50981104,16621,12/28/19 14:08
31167800000000,48834674,621106,12/28/19 1:42
31238800000000,88685658,239368,12/28/19 21:25
31108100000000,50205520,633430,12/27/19 9:07
31109600000000,102293507,10288,12/27/19 9:33
31153100000000,45084125,346742,12/27/19 21:38
31160400000000,85459176,204545,12/27/19 23:40
